"","X","Full.ID_Sample_Number","Site","Person","Surber_Dnet","dateID","Specimen","Length_mm","Width_mm","Order","Family","Genus","Analysis.State","Taxa.Name.Good","Jonny.Verify","Notes","Type","Storage","X18","Month","Month_num","Year","Month_Year","Month_Year_Num","taxonID","Replicate","Cummins2022_Number","FFG","a","b","Source","Equation","CPI","FBI_T","CPI_lower","CPI_higher","Calcd_Mass_mg","lengthClass","Density_Size","Mass_Average_Size","Biomass_Size","Ave_length_Size","Density_SizeDate","Mass_Average_SizeDate","Biomass_SizeDate","Ave_length_SizeDate"
"58",60,"44624_nhc_coleoptera_5","forested","rena_jonny","surber",2022-03-04,5,4,NA,"coleoptera","elmidae","tbd","bring to genus","yes","y",NA,"larva","l_b1",NA,"Mar",3,2022,"2022_Mar","2022_3","coleoptera_elmidae",1,"21","gathering collectors (gc)",0.0079,2.879,"cummins et al., 2022","y=ax^b",12,4,9,18,0.427521348498072,4,10,0.37988483110508,3.7988483110508,3.827,5,0.400231285906712,2.00115642953356,3.9
"59",61,"44624_nhc_coleoptera_7","forested","rena_jonny","surber",2022-03-04,7,3,NA,"coleoptera","elmidae","tbd","bring to genus","yes","y",NA,"larva","l_b1",NA,"Mar",3,2022,"2022_Mar","2022_3","coleoptera_elmidae",1,"21","gathering collectors (gc)",0.0079,2.879,"cummins et al., 2022","y=ax^b",12,4,9,18,0.186749386440519,3,6,0.186749386440519,1.12049631864311,3,2,0.186749386440519,0.373498772881038,3
"60",65,"44641_nhc_coleoptera_","forested","kaley","surber",2022-03-21,NA,5.01199999999999,NA,"coleoptera","elmidae",NA,"bring to genus","yes","y",NA,"larva","s2_a3",NA,"Mar",3,2022,"2022_Mar","2022_3","coleoptera_elmidae",1,"21","gathering collectors (gc)",0.0079,2.879,"cummins et al., 2022","y=ax^b",12,4,9,18,0.818387410204368,5,7,0.793313453238732,5.55319417267112,4.95571428571428,1,0.818387410204368,0.818387410204368,5.01199999999999
"61",66,"44641_nhc_coleoptera_","forested","kaley","surber",2022-03-21,NA,5.56299999999999,NA,"coleoptera","elmidae",NA,"bring to genus","yes","y",NA,"larva","s2_a3",NA,"Mar",3,2022,"2022_Mar","2022_3","coleoptera_elmidae",1,"21","gathering collectors (gc)",0.0079,2.879,"cummins et al., 2022","y=ax^b",12,4,9,18,1.10502441804963,6,5,1.33036877225346,6.65184386126731,5.9126,1,1.10502441804963,1.10502441804963,5.56299999999999
"62",67,"44446_nhc_coleoptera_10","forested","rena_jonny","surber",2021-09-07,10,1,0.5,"coleoptera","psephenidae","tbd","bring to genus","yes","y",NA,"larva","l_j1",NA,"Sep",9,2021,"2021_Sep","2021_9","coleoptera_psephenidae",1,"20","scrapers (sc)",0.0123,2.906,"cummins et al., 2022","y=ax^b",NA,4,NA,NA,0.0123,1,3,0.0123,0.0369,1,3,0.0123,0.0369,1
"63",68,"44446_nhc_coleoptera_109","forested","rena_jonny","surber",2021-09-07,109,1,0.5,"coleoptera","psephenidae","tbd","bring to genus","yes","y",NA,"larva","l_j1",NA,"Sep",9,2021,"2021_Sep","2021_9","coleoptera_psephenidae",1,"20","scrapers (sc)",0.0123,2.906,"cummins et al., 2022","y=ax^b",NA,4,NA,NA,0.0123,1,3,0.0123,0.0369,1,3,0.0123,0.0369,1
"64",69,"44446_nhc_coleoptera_123","forested","rena_jonny","surber",2021-09-07,123,1,0.5,"coleoptera","psephenidae","tbd","bring to genus","yes","y",NA,"larva","l_j1",NA,"Sep",9,2021,"2021_Sep","2021_9","coleoptera_psephenidae",1,"20","scrapers (sc)",0.0123,2.906,"cummins et al., 2022","y=ax^b",NA,4,NA,NA,0.0123,1,3,0.0123,0.0369,1,3,0.0123,0.0369,1
"65",70,"44446_nhc_coleoptera_124","forested","rena_jonny","surber",2021-09-07,124,2,1.5,"coleoptera","psephenidae","tbd","bring to genus","yes","y",NA,"larva","l_j1",NA,"Sep",9,2021,"2021_Sep","2021_9","coleoptera_psephenidae",1,"20","scrapers (sc)",0.0123,2.906,"cummins et al., 2022","y=ax^b",NA,4,NA,NA,0.0921930703722467,2,3,0.120237707908688,0.360713123726064,2.16666666666667,1,0.0921930703722467,0.0921930703722467,2
"66",71,"44446_nhc_coleoptera_22","forested","tayton","surber",2021-09-07,22,3,1.5,"coleoptera","psephenidae","tbd","bring to genus","yes","y",NA,"larva","l_j1",NA,"Sep",9,2021,"2021_Sep","2021_9","coleoptera_psephenidae",1,"20","scrapers (sc)",0.0123,2.906,"cummins et al., 2022","y=ax^b",NA,4,NA,NA,0.299515621037232,3,1,0.299515621037232,0.299515621037232,3,1,0.299515621037232,0.299515621037232,3
"67",72,"44574_nhc_coleoptera_27","forested","rena_jonny","surber",2022-01-13,27,6,4,"coleoptera","psephenidae","psephenus","bring to genus","yes","y",NA,"larva","l_j2",NA,"Jan",1,2022,"2022_Jan","2022_1","coleoptera_psephenidae",1,"20","scrapers (sc)",0.0123,2.906,"cummins et al., 2022","y=ax^b",NA,4,NA,NA,2.24498087218477,6,3,2.07778998517799,6.23336995553397,5.83333333333333,2,2.24498087218477,4.48996174436954,6
"68",73,"44446_nhc_coleoptera_23","forested","tayton","surber",2021-09-07,23,4.5,3,"coleoptera","psephenidae","tbd","bring to genus","yes","y",NA,"larva","l_j1",NA,"Sep",9,2021,"2021_Sep","2021_9","coleoptera_psephenidae",1,"20","scrapers (sc)",0.0123,2.906,"cummins et al., 2022","y=ax^b",NA,4,NA,NA,0.973062366651846,4,1,0.973062366651846,0.973062366651846,4.5,1,0.973062366651846,0.973062366651846,4.5
"69",74,"44624_nhc_coleoptera_35","forested","rena_jonny","surber",2022-03-04,35,2,2,"coleoptera","psephenidae","tbd","bring to genus","yes","y","can't id to genus, part of body missing","larva","l2_h3",NA,"Mar",3,2022,"2022_Mar","2022_3","coleoptera_psephenidae",1,"20","scrapers (sc)",0.0123,2.906,"cummins et al., 2022","y=ax^b",NA,4,NA,NA,0.0921930703722467,2,3,0.120237707908688,0.360713123726064,2.16666666666667,2,0.134260026676909,0.268520053353818,2.25
"70",75,"44624_nhc_coleoptera_42","forested","rena_jonny","surber",2022-03-04,42,2.5,2,"coleoptera","psephenidae","tbd","bring to genus","yes","y","can't id to genus, part of body missing","larva","l2_h3",NA,"Mar",3,2022,"2022_Mar","2022_3","coleoptera_psephenidae",1,"20","scrapers (sc)",0.0123,2.906,"cummins et al., 2022","y=ax^b",NA,4,NA,NA,0.176326982981571,2,3,0.120237707908688,0.360713123726064,2.16666666666667,2,0.134260026676909,0.268520053353818,2.25
"71",76,"44574_nhc_coleoptera_45","forested","rena_jonny","surber",2022-01-13,45,6,4,"coleoptera","psephenidae","psephenus","bring to genus","yes","y",NA,"larva","l_j2",NA,"Jan",1,2022,"2022_Jan","2022_1","coleoptera_psephenidae",1,"20","scrapers (sc)",0.0123,2.906,"cummins et al., 2022","y=ax^b",NA,4,NA,NA,2.24498087218477,6,3,2.07778998517799,6.23336995553397,5.83333333333333,2,2.24498087218477,4.48996174436954,6
"72",77,"44483_ecgs_ephemeroptera_1","wastewater dominated","jonny","surber",2021-10-14,1,4.85,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","s2_b6",NA,"Oct",10,2021,"2021_Oct","2021_10","ephemeroptera_baetidae",1,"9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.616289618977513,5,13,0.670076664638123,8.7109966402956,4.98846153846154,1,0.616289618977513,0.616289618977513,4.85
"73",78,"44340_ecgs_diptera_131","wastewater dominated","rena_jonny","surber",2021-05-24,131,1,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.0027,1,1,0.0027,0.0027,1,1,0.0027,0.0027,1
"74",79,"44340_ecgs_diptera_157","wastewater dominated","rena_jonny","surber",2021-05-24,157,0.5,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.000318410409677184,0,1,0.000318410409677184,0.000318410409677184,0.5,1,0.000318410409677184,0.000318410409677184,0.5
"75",80,"44340_ecgs_diptera_171","wastewater dominated","rena_jonny","surber",2021-05-24,171,2,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.0228949801213813,2,2,0.0228949801213813,0.0457899602427626,2,1,0.0228949801213813,0.0228949801213813,2
"76",81,"44340_ecgs_diptera_200","wastewater dominated","rena_jonny","surber",2021-05-24,200,4,NA,"diptera","empididae","tbd","bring to genus","yes","y","likely genus of hermerodromia","larva","s_d8",NA,"May",5,2021,"2021_May","2021_5","diptera_empididae",1,"38","predators (p)",0.0043,2.632,"cummins et al., 2022","y=ax^b",NA,6,NA,NA,0.165230551621965,4,1,0.165230551621965,0.165230551621965,4,1,0.165230551621965,0.165230551621965,4
"77",82,"44340_ecng_diptera_0","stormwater dominated","rena_jonny","surber",2021-05-24,0,5,NA,"diptera","empididae","tbd","bring to genus","yes","y","likely genus of hermerodromia","larva","s_c8",NA,"May",5,2021,"2021_May","2021_5","diptera_empididae",1,"38","predators (p)",0.0043,2.632,"cummins et al., 2022","y=ax^b",NA,6,NA,NA,0.297274397097905,5,2,0.297274397097905,0.59454879419581,5,1,0.297274397097905,0.297274397097905,5
"78",83,"44446_ecng_diptera_129","stormwater dominated","rena_jonny","surber",2021-09-07,129,1.5,NA,"diptera","empididae","tbd","bring to genus","yes","y",NA,"larva","s_f9",NA,"Sep",9,2021,"2021_Sep","2021_9","diptera_empididae",1,"38","predators (p)",0.0043,2.632,"cummins et al., 2022","y=ax^b",NA,6,NA,NA,0.012500881817752,2,3,0.0290374413753418,0.0871123241260255,2,3,0.0290374413753418,0.0871123241260255,2
"79",84,"44446_ecng_diptera_130","stormwater dominated","rena_jonny","surber",2021-09-07,130,2,NA,"diptera","empididae","tbd","bring to genus","yes","y",NA,"larva","s_f9",NA,"Sep",9,2021,"2021_Sep","2021_9","diptera_empididae",1,"38","predators (p)",0.0043,2.632,"cummins et al., 2022","y=ax^b",NA,6,NA,NA,0.0266550440249955,2,3,0.0290374413753418,0.0871123241260255,2,3,0.0290374413753418,0.0871123241260255,2
"80",85,"44446_ecng_diptera_176","stormwater dominated","rena_jonny","surber",2021-09-07,176,2.5,NA,"diptera","empididae","tbd","bring to genus","yes","y",NA,"larva","s_f9",NA,"Sep",9,2021,"2021_Sep","2021_9","diptera_empididae",1,"38","predators (p)",0.0043,2.632,"cummins et al., 2022","y=ax^b",NA,6,NA,NA,0.047956398283278,2,3,0.0290374413753418,0.0871123241260255,2,3,0.0290374413753418,0.0871123241260255,2
"81",86,"44446_ecng_diptera_229","stormwater dominated","rena_jonny","surber",2021-09-07,229,4,NA,"diptera","empididae","tbd","bring to genus","yes","y",NA,"larva","s_f9",NA,"Sep",9,2021,"2021_Sep","2021_9","diptera_empididae",1,"38","predators (p)",0.0043,2.632,"cummins et al., 2022","y=ax^b",NA,6,NA,NA,0.165230551621965,4,1,0.165230551621965,0.165230551621965,4,1,0.165230551621965,0.165230551621965,4
"82",87,"44446_ecng_diptera_48","stormwater dominated","rena_jonny","surber",2021-09-07,48,5,NA,"diptera","empididae","tbd","bring to genus","yes","y",NA,"larva","s_f9",NA,"Sep",9,2021,"2021_Sep","2021_9","diptera_empididae",1,"38","predators (p)",0.0043,2.632,"cummins et al., 2022","y=ax^b",NA,6,NA,NA,0.297274397097905,5,2,0.297274397097905,0.59454879419581,5,1,0.297274397097905,0.297274397097905,5
"83",88,"44624_nhc_diptera_0","forested","rena_jonny","surber ",2022-03-04,0,4,NA,"diptera","empididae","tbd","bring to genus","yes","y",NA,"larva","s_b9",NA,"Mar",3,2022,"2022_Mar","2022_3","diptera_empididae",1,"38","predators (p)",0.0043,2.632,"cummins et al., 2022","y=ax^b",NA,6,NA,NA,0.165230551621965,4,1,0.165230551621965,0.165230551621965,4,1,0.165230551621965,0.165230551621965,4
"84",89,"44341_nhc_diptera_16","forested","rena_jonny","surber",2021-05-24,16,5,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","s_h6",NA,"May",5,2021,"2021_May","2021_5","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.374019604585995,5,3,0.374019604585995,1.12205881375798,5,1,0.374019604585995,0.374019604585995,5
"85",90,"44341_nhc_diptera_21","forested","rena_jonny","surber",2021-05-24,21,7,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","s_h6",NA,"May",5,2021,"2021_May","2021_5","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,1.01874069969313,7,2,1.01874069969313,2.03748139938626,7,1,1.01874069969313,1.01874069969313,7
"86",91,"44378_nhc_diptera_0","forested","rena_jonny","surber",2021-07-01,0,4,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_h8",NA,"Jul",7,2021,"2021_Jul","2021_7","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.1924404430118,4,2,0.1924404430118,0.3848808860236,4,2,0.1924404430118,0.3848808860236,4
"87",92,"44378_nhc_diptera_0","forested","rena_jonny","surber",2021-07-01,0,5,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_h8",NA,"Jul",7,2021,"2021_Jul","2021_7","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.374019604585995,5,3,0.374019604585995,1.12205881375798,5,2,0.374019604585995,0.74803920917199,5
"88",93,"44378_nhc_diptera_0","forested","rena_jonny","surber",2021-07-01,0,5,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_h8",NA,"Jul",7,2021,"2021_Jul","2021_7","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.374019604585995,5,3,0.374019604585995,1.12205881375798,5,2,0.374019604585995,0.74803920917199,5
"89",94,"44378_nhc_diptera_14","forested","rena_jonny","surber",2021-07-01,14,4,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_h8",NA,"Jul",7,2021,"2021_Jul","2021_7","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.1924404430118,4,2,0.1924404430118,0.3848808860236,4,2,0.1924404430118,0.3848808860236,4
"90",95,"44378_nhc_diptera_6","forested","rena_jonny","surber",2021-07-01,6,7,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_h8",NA,"Jul",7,2021,"2021_Jul","2021_7","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,1.01874069969313,7,2,1.01874069969313,2.03748139938626,7,1,1.01874069969313,1.01874069969313,7
"91",96,"44378_nhc_diptera_8","forested","rena_jonny","surber",2021-07-01,8,6,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_h8",NA,"Jul",7,2021,"2021_Jul","2021_7","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.643718688036863,6,2,0.643718688036863,1.28743737607373,6,1,0.643718688036863,0.643718688036863,6
"92",97,"44378_nhc_diptera_9","forested","rena_jonny","surber",2021-07-01,9,3,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_h8",NA,"Jul",7,2021,"2021_Jul","2021_7","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.0817012667910968,3,1,0.0817012667910968,0.0817012667910968,3,1,0.0817012667910968,0.0817012667910968,3
"93",98,"44446_ecng_diptera_0","stormwater dominated","rena_jonny","surber",2021-09-07,0,4,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_f2",NA,"Sep",9,2021,"2021_Sep","2021_9","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.1924404430118,4,2,0.1924404430118,0.3848808860236,4,2,0.1924404430118,0.3848808860236,4
"94",99,"44446_ecng_diptera_175","stormwater dominated","rena_jonny","surber",2021-09-07,175,5,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_f2",NA,"Sep",9,2021,"2021_Sep","2021_9","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.374019604585995,5,1,0.374019604585995,0.374019604585995,5,1,0.374019604585995,0.374019604585995,5
"95",100,"44446_ecng_diptera_44","stormwater dominated","rena_jonny","surber",2021-09-07,44,4,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_f2",NA,"Sep",9,2021,"2021_Sep","2021_9","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.1924404430118,4,2,0.1924404430118,0.3848808860236,4,2,0.1924404430118,0.3848808860236,4
"96",101,"44446_nhc_diptera_115","forested","rena_jonny","surber",2021-09-07,115,2,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_i1",NA,"Sep",9,2021,"2021_Sep","2021_9","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.0244246877838097,2,1,0.0244246877838097,0.0244246877838097,2,1,0.0244246877838097,0.0244246877838097,2
"97",102,"44446_nhc_diptera_14","forested","rena_jonny","surber",2021-09-07,14,6,NA,"diptera","limoniidae","tbd","bring to genus","yes","y",NA,"larva","l_i1",NA,"Sep",9,2021,"2021_Sep","2021_9","diptera_limoniidae",1,NA,"gathering collectors (gc)",0.0031,2.978,"ab from cummins, assumed similar to tipulids; ffg from macroinvertebrates.org (antocha)","y=ax^b",12,3,9,18,0.643718688036863,6,2,0.643718688036863,1.28743737607373,6,1,0.643718688036863,0.643718688036863,6
"98",103,"44341_nhc_diptera_106","forested","rena_jonny","surber",2021-05-24,106,3,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_a7",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.0799476520614998,3,4,0.0799476520614998,0.319790608245999,3,4,0.0799476520614998,0.319790608245999,3
"99",104,"44341_nhc_diptera_133","forested","rena_jonny","surber",2021-05-24,133,2.5,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_a7",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.0455628362680414,2,14,0.0232475086437535,0.325465121012549,1.96428571428571,11,0.0245679046947068,0.270246951641775,2
"100",105,"44341_nhc_diptera_143","forested","rena_jonny","surber",2021-05-24,143,2,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_a7",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.0228949801213813,2,14,0.0232475086437535,0.325465121012549,1.96428571428571,11,0.0245679046947068,0.270246951641775,2
"101",106,"44341_nhc_diptera_154","forested","rena_jonny","surber",2021-05-24,154,2,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_a7",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.0228949801213813,2,14,0.0232475086437535,0.325465121012549,1.96428571428571,11,0.0245679046947068,0.270246951641775,2
"102",107,"44341_nhc_diptera_156","forested","rena_jonny","surber",2021-05-24,156,2,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_a7",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.0228949801213813,2,14,0.0232475086437535,0.325465121012549,1.96428571428571,11,0.0245679046947068,0.270246951641775,2
"103",108,"44341_nhc_diptera_158","forested","rena_jonny","surber",2021-05-24,158,1,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_a7",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.0027,1,2,0.0027,0.0054,1,2,0.0027,0.0054,1
"104",109,"44341_nhc_diptera_161","forested","rena_jonny","surber",2021-05-24,161,3,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_a7",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.0799476520614998,3,4,0.0799476520614998,0.319790608245999,3,4,0.0799476520614998,0.319790608245999,3
"105",110,"44341_nhc_diptera_167","forested","rena_jonny","surber",2021-05-24,167,4,NA,"diptera","simuliidae","tbd","bring to genus","yes","y",NA,"larva","s_a7",NA,"May",5,2021,"2021_May","2021_5","diptera_simuliidae",1,"32","filtering collectors (fc)",0.0027,3.084,"cummins et al., 2022","y=ax^b",6,6,3,9,0.194140783243868,4,2,0.161374632735585,0.322749265471169,3.75,2,0.161374632735585,0.322749265471169,3.75
